1 Airfoil data for IEA 15 MW. Generated by frza during HAWTOpt2 optimization.
7
1 127 18.000000 configuration: Default, Re = 7.500e+05
 -1.800000000000000e+02   0.000000000000000e+00   1.980000000000000e-02   0.000000000000000e+00 
 -1.750000000000000e+02   3.740000000000000e-01   3.410000000000000e-02   1.880000000000000e-01 
 -1.700000000000000e+02   7.490000000000000e-01   9.550000000000000e-02   3.770000000000000e-01 
 -1.600000000000000e+02   6.590000000000000e-01   2.807000000000000e-01   2.747000000000000e-01 
 -1.550000000000000e+02   7.360000000000000e-01   3.919000000000000e-01   3.130000000000000e-01 
 -1.500000000000000e+02   7.830000000000000e-01   5.086000000000001e-01   3.428000000000000e-01 
 -1.450000000000000e+02   8.030000000000000e-01   6.267000000000000e-01   3.654000000000000e-01 
 -1.400000000000000e+02   7.980000000000000e-01   7.427000000000000e-01   3.820000000000000e-01 
 -1.350000000000000e+02   7.710000000000000e-01   8.537000000000000e-01   3.935000000000000e-01 
 -1.300000000000000e+02   7.240000000000000e-01   9.574000000000000e-01   4.007000000000000e-01 
 -1.250000000000000e+02   6.600000000000000e-01   1.051900000000000e+00   4.042000000000000e-01 
 -1.200000000000000e+02   5.810000000000000e-01   1.135500000000000e+00   4.047000000000000e-01 
 -1.150000000000000e+02   4.910000000000000e-01   1.207000000000000e+00   4.025000000000000e-01 
 -1.100000000000000e+02   3.900000000000000e-01   1.265600000000000e+00   3.981000000000000e-01 
 -1.050000000000000e+02   2.820000000000000e-01   1.310400000000000e+00   3.918000000000000e-01 
 -1.000000000000000e+02   1.690000000000000e-01   1.341000000000000e+00   3.838000000000000e-01 
 -9.500000000000000e+01   5.200000000000000e-02   1.357200000000000e+00   3.743000000000000e-01 
 -9.000000000000000e+01  -6.700000000000000e-02   1.358700000000000e+00   3.636000000000000e-01 
 -8.500000000000000e+01  -1.840000000000000e-01   1.345600000000000e+00   3.517000000000000e-01 
 -8.000000000000000e+01  -2.990000000000000e-01   1.318100000000000e+00   3.388000000000000e-01 
 -7.500000000000001e+01  -4.090000000000000e-01   1.276500000000000e+00   3.248000000000000e-01 
 -7.000000000000000e+01  -5.120000000000000e-01   1.221200000000000e+00   3.099000000000000e-01 
 -6.500000000000000e+01  -6.060000000000000e-01   1.153200000000000e+00   2.940000000000000e-01 
 -5.999999999999999e+01  -6.889999999999999e-01   1.073100000000000e+00   2.772000000000000e-01 
 -5.500000000000000e+01  -7.590000000000000e-01   9.822000000000000e-01   2.595000000000000e-01 
 -5.000000000000000e+01  -8.139999999999999e-01   8.820000000000000e-01   2.409000000000000e-01 
 -4.500000000000000e+01  -8.500000000000000e-01   7.742000000000000e-01   2.212000000000000e-01 
 -4.000000000000000e+01  -8.660000000000000e-01   6.610000000000000e-01   2.006000000000000e-01 
 -3.500000000000000e+01  -8.600000000000000e-01   5.451000000000000e-01   1.789000000000000e-01 
 -3.000000000000000e+01  -8.290000000000000e-01   4.295000000000000e-01   1.563000000000000e-01 
 -2.500000000000000e+01  -8.530000000000000e-01   3.071000000000000e-01   1.156000000000000e-01 
 -2.400000000000000e+01  -8.700000000000000e-01   2.814000000000000e-01   1.040000000000000e-01 
 -2.300000000000000e+01  -8.900000000000000e-01   2.556000000000000e-01   9.160000000000000e-02 
 -2.200000000000000e+01  -9.110000000000000e-01   2.297000000000000e-01   7.850000000000000e-02 
 -2.100000000000000e+01  -9.340000000000001e-01   2.040000000000000e-01   6.490000000000000e-02 
 -2.000000000000000e+01  -9.580000000000000e-01   1.785000000000000e-01   5.080000000000000e-02 
 -1.900000000000000e+01  -9.820000000000000e-01   1.534000000000000e-01   3.640000000000000e-02 
 -1.800000000000000e+01  -1.005000000000000e+00   1.288000000000000e-01   2.180000000000000e-02 
 -1.700000000000000e+01  -1.082000000000000e+00   1.037000000000000e-01   1.290000000000000e-02 
 -1.600000000000000e+01  -1.113000000000000e+00   7.860000000000000e-02  -2.800000000000000e-03 
 -1.500000000000000e+01  -1.105000000000000e+00   5.350000000000000e-02  -2.510000000000000e-02 
 -1.400000000000000e+01  -1.078000000000000e+00   2.830000000000000e-02  -4.190000000000000e-02 
 -1.350000000000000e+01  -1.053000000000000e+00   1.580000000000000e-02  -5.210000000000000e-02 
 -1.300000000000000e+01  -1.015000000000000e+00   1.510000000000000e-02  -6.100000000000000e-02 
 -1.200000000000000e+01  -9.040000000000000e-01   1.340000000000000e-02  -7.070000000000000e-02 
 -1.100000000000000e+01  -8.070000000000001e-01   1.210000000000000e-02  -7.220000000000000e-02 
 -1.000000000000000e+01  -7.110000000000000e-01   1.110000000000000e-02  -7.340000000000001e-02 
 -9.000000000000000e+00  -5.950000000000000e-01   9.900000000000001e-03  -7.720000000000000e-02 
 -8.000000000000000e+00  -4.780000000000000e-01   9.100000000000000e-03  -8.069999999999999e-02 
 -7.000000000000000e+00  -3.750000000000000e-01   8.600000000000000e-03  -8.250000000000000e-02 
 -6.000000000000000e+00  -2.640000000000000e-01   8.200000000000001e-03  -8.320000000000000e-02 
 -5.000000000000000e+00  -1.510000000000000e-01   7.900000000000001e-03  -8.409999999999999e-02 
 -4.000000000000000e+00  -1.700000000000000e-02   7.200000000000000e-03  -8.690000000000001e-02 
 -3.000000000000000e+00   8.799999999999999e-02   6.400000000000000e-03  -9.120000000000000e-02 
 -2.000000000000000e+00   2.130000000000000e-01   5.400000000000000e-03  -9.460000000000000e-02 
 -1.000000000000000e+00   3.280000000000000e-01   5.200000000000000e-03  -9.710000000000001e-02 
  0.000000000000000e+00   4.420000000000000e-01   5.200000000000000e-03  -1.014000000000000e-01 
  1.000000000000000e+00   5.560000000000000e-01   5.200000000000000e-03  -1.076000000000000e-01 
  2.000000000000000e+00   6.700000000000000e-01   5.300000000000000e-03  -1.126000000000000e-01 
  3.000000000000000e+00   7.840000000000000e-01   5.300000000000000e-03  -1.157000000000000e-01 
