#1 IEA 15 MW blade generated from HAWTOpt2/BECAS by frza. Added to HAWC2 by rink.
                   s [m]                 dm [kg/m]                x_cg [m]                  y_cg [m]                 ri_x [m]                 ri_y [m]               pitch [deg]                  x_e [m]                  y_e [m]                  K_11 [N]                  K_12 [N]               K_13 [N]                  K_14 [Nm]               K_15 [Nm]                K_16 [Nm]                  K_22 [N]                 K_23 [N]                K_24 [Nm]                K_25 [Nm]                K_26 [Nm]                K_33 [N]                 K_34 [Nm]                K_35 [Nm]                 K_36 [Nm]             K_44 [Nm^2]                 K_45 [Nm^2]            K_46 [Nm^2]                 K_55 [Nm^2]             K_56 [Nm^2]             K_66 [Nm^2]
$1 20  Flexible.
0.000000000000000000e+00 3.166124563540000054e+03 7.239416797285347371e-03 -1.584929076370000063e-03 1.785682973979999977e+00 1.783891017760000031e+00 -2.545529478079999919e+01 -1.079935613614652762e-03 2.290988358899999930e-04 6.621390653979999542e+09 -6.923871780120000243e+07 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.855082407849999890e+07 6.563013259119999886e+09 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.214793318690000027e+08 4.539551264900000000e+10 9.943492446029999349e-03 -6.574693394240000398e-03 0.000000000000000000e+00 1.444218979860000000e+11 -2.445355057720000080e-04 0.000000000000000000e+00 1.447964810410000000e+11 0.000000000000000000e+00 8.386937856400000000e+10
3.514461007366113332e+00 2.683738681119999910e+03 1.747049065519973299e-02 -2.249357840959999993e-03 1.787882412250000108e+00 1.780042099469999917e+00 -5.975374320510000103e+01 9.869181477299732164e-03 6.856503730499999586e-04 5.580057491680000305e+09 4.930422805210000277e+07 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -5.613832759830000252e+07 5.538032786710000038e+09 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.158524504200000316e+07 3.884954314719999695e+10 -8.722353419039999278e-03 -4.286264036300000140e-04 0.000000000000000000e+00 1.221268951610000000e+11 -2.027407288550000034e-03 0.000000000000000000e+00 1.250798937850000000e+11 0.000000000000000000e+00 7.069514689439999390e+10
5.857424691714578913e+00 2.343037460279999777e+03 5.358930962420374589e-02 -3.576707833759999993e-03 1.755254896030000067e+00 1.748669394960000067e+00 -5.077398613660000137e+01 5.114403136520373483e-02 5.847379713879999807e-04 4.796671177750000000e+09 2.040415242430000007e+08 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -6.665988195899999887e+07 4.823058713050000191e+09 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.499885947810000181e+07 3.482307274769999695e+10 -7.976366860990000140e-03 2.518558893409999794e-03 0.000000000000000000e+00 1.036685612900000000e+11 -1.456696540120000103e-03 0.000000000000000000e+00 1.096675402180000000e+11 0.000000000000000000e+00 5.896339239969999695e+10
1.171485858448612838e+01 1.632313506449999977e+03 2.042010376295752272e-01 5.366263365200000038e-03 1.399405153860000084e+00 1.612358379540000053e+00 -2.947870574339999905e+01 2.436303480435752233e-01 4.165155253860000108e-03 3.627459154599999905e+09 5.901849561030000448e+08 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.699356792500000000e+08 2.709319463269999981e+09 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.091779940799999833e+08 2.777635645250000000e+10 9.253376312059999917e-05 -1.320753878010000023e-03 0.000000000000000000e+00 5.493900311359999847e+10 7.379036396740000069e-04 0.000000000000000000e+00 6.972973859089999390e+10 0.000000000000000000e+00 2.594919838979999924e+10
1.757229264495784093e+01 9.728896606419999671e+02 2.889657308364773636e-01 2.232087425069999992e-02 1.156541085680000025e+00 1.514861632339999931e+00 -3.055101643220000085e+01 4.686516126304773877e-01 1.014089178419999918e-02 2.068516665910000086e+09 6.334943377369999886e+08 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.670858397750000060e+08 1.213388001009999990e+09 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.016008222730000019e+08 2.346115939890000153e+10 9.939382119500000685e-04 -1.111887231219999949e-03 0.000000000000000000e+00 2.871022867259999847e+10 -1.167898066340000013e-03 0.000000000000000000e+00 4.178577662509999847e+10 0.000000000000000000e+00 8.114125138460000038e+09
2.342969727651304979e+01 5.917782988400000477e+02 3.900921954552183379e-01 4.070133165229999905e-02 1.208103443269999966e+00 1.300848471599999945e+00 -4.541871553509999870e+01 7.345671212452182797e-01 2.075663100969999883e-02 7.711904735900000334e+08 3.164577618569999933e+08 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.426992822840000093e+08 6.651826716469999552e+08 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.817257045149999857e+07 2.131901055220000076e+10 -1.812766482160000020e-03 4.059363494969999960e-04 0.000000000000000000e+00 1.758407927729999924e+10 -1.266528852280000101e-03 0.000000000000000000e+00 2.662409787109999847e+10 0.000000000000000000e+00 2.376099878949999809e+09
2.928712657541429820e+01 4.767832781590000195e+02 4.981187567262714833e-01 3.744037875129999776e-02 1.190751310460000045e+00 1.134456610330000004e+00 -5.179208664090000269e+01 8.765698213992715315e-01 1.893611339100000068e-02 4.395814764940000176e+08 1.718044813899999857e+08 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -8.000934010609999299e+07 4.373567663420000076e+08 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.228514650940000080e+06 2.159070586020000076e+10 3.764928914790000220e-04 -1.734142613459999961e-03 0.000000000000000000e+00 1.345975253410000038e+10 9.892433881759999173e-04 0.000000000000000000e+00 2.016574483020000076e+10 0.000000000000000000e+00 1.062854968460000038e+09
3.514455531228847462e+01 4.307844338840000091e+02 5.669094991038760023e-01 2.677297957240000123e-02 1.166550925039999909e+00 9.469458099049999911e-01 -6.033082583400000232e+01 9.220854490928760416e-01 1.112582091030000012e-02 2.990745552609999776e+08 1.137021243279999942e+08 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -5.047839581319999695e+07 3.643652022900000215e+08 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -4.781140076860000379e+06 2.245280120929999924e+10 -3.111925045969999920e-04 7.612357467669999883e-04 0.000000000000000000e+00 1.094943748039999962e+10 -2.437914256009999885e-03 0.000000000000000000e+00 1.653562828229999924e+10 0.000000000000000000e+00 6.370771067000000477e+08
4.685933716146099925e+01 3.962582327929999906e+02 5.831983805513486496e-01 1.223290160439999968e-02 1.018955270660000023e+00 7.943469206469999655e-01 -6.115394191810000279e+01 8.929726359928487067e-01 -7.769766612509999967e-04 2.416234961470000148e+08 1.230297077370000035e+08 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.481246098030000180e+07 3.557051563209999800e+08 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -4.159900941190000158e+06 2.287202163979999924e+10 4.731994299690000139e-04 -1.546850926339999937e-03 0.000000000000000000e+00 8.297454781899999619e+09 5.812819581479999670e-04 0.000000000000000000e+00 1.102251547729999924e+10 0.000000000000000000e+00 3.971422086830000281e+08
5.271676134771020372e+01 3.758583694669999886e+02 5.880722035769883060e-01 9.850234480919999383e-03 9.254602943859999709e-01 7.509023570639999923e-01 -5.822522516690000316e+01 8.747825695427882131e-01 -1.586050359460000050e-03 2.337211680060000122e+08 1.368062708179999888e+08 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.930298709840000048e+07 3.409430292400000095e+08 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.926636138370000059e+06 2.257707243409999847e+10 3.802666931559999858e-05 -8.471791922019999629e-04 0.000000000000000000e+00 7.066631740649999619e+09 -1.427547540519999946e-04 0.000000000000000000e+00 8.642680937290000916e+09 0.000000000000000000e+00 3.093517992030000091e+08
