                   201   NumCoords   ! The number of coordinates in the airfoil shape file (including an extra coordinate for airfoil reference).  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
 0.250000       0
! coordinates of airfoil shape
! interpolation to 200 points
!  x/c        y/c
 1.00000000000000e+00 -3.72190105587157e-03
 9.76297182244310e-01 -3.76345236533064e-03
 9.52460191013639e-01 -3.83600832823514e-03
 9.28584092017086e-01 -3.92618087340040e-03
 9.04702508599761e-01 -4.05622251155368e-03
 8.80951663357625e-01 -5.41748210520286e-03
 8.57452078518799e-01 -8.24859696969679e-03
 8.34336394365102e-01 -1.22664276069824e-02
 8.11603262744396e-01 -1.72538433189216e-02
 7.89249420280824e-01 -2.30612213126206e-02
 7.67291179299482e-01 -2.95689224521862e-02
 7.45734286883717e-01 -3.66701477545198e-02
 7.24554839515525e-01 -4.42041423026842e-02
 7.03734491136726e-01 -5.20582666228595e-02
 6.83241104164072e-01 -6.00882035844939e-02
 6.63049790759713e-01 -6.81892172976721e-02
 6.43137218803018e-01 -7.62579405516947e-02
 6.23485929543730e-01 -8.42115251161728e-02
 6.04147409470644e-01 -9.19809285202266e-02
 5.85088249275672e-01 -9.95140732396605e-02
 5.66275710250037e-01 -1.06761772226488e-01
 5.47707848064499e-01 -1.13686874035463e-01
 5.29383224268077e-01 -1.20255937065366e-01
 5.11311010468498e-01 -1.26453542397292e-01
 4.93489289173200e-01 -1.32246461705651e-01
 4.75927363346068e-01 -1.37620595442609e-01
 4.58619809484586e-01 -1.42520093698091e-01
 4.41580329386186e-01 -1.46944097054064e-01
 4.24823170136988e-01 -1.50904968137580e-01
 4.08362852717328e-01 -1.54419194524757e-01
 3.92210243164496e-01 -1.57485598258265e-01
 3.76377425161754e-01 -1.60132004718444e-01
 3.60873796732251e-01 -1.62358136039436e-01
 3.45709922983426e-01 -1.64185069416324e-01
 3.30891943486605e-01 -1.65615003195872e-01
 3.16427675698540e-01 -1.66700791674064e-01
 3.02321195050472e-01 -1.67403001279359e-01
 2.88582983764058e-01 -1.67760012694409e-01
 2.75213537040248e-01 -1.68097016437017e-01
 2.62217605421811e-01 -1.68211136402597e-01
 2.49597922548953e-01 -1.67893425535739e-01
 2.37352898876067e-01 -1.67185409590793e-01
 2.25486819128478e-01 -1.66114612730094e-01
 2.13994442702838e-01 -1.64755159291910e-01
 2.02876516021192e-01 -1.63228329238722e-01
 1.92134340842117e-01 -1.61212409489020e-01
 1.81762066997024e-01 -1.58993475163701e-01
 1.71762755418948e-01 -1.56591790216941e-01
 1.62126283527844e-01 -1.54013183582687e-01
 1.52853151251136e-01 -1.51282136449010e-01
 1.43934027328583e-01 -1.48409453209891e-01
 1.35369871950825e-01 -1.45400149465559e-01
 1.27159264637825e-01 -1.42269815819966e-01
 1.19294828640457e-01 -1.39022088530128e-01
 1.11778848347090e-01 -1.35669826978614e-01
 1.04605061687373e-01 -1.32225095669667e-01
 9.77670260032031e-02 -1.28700729069648e-01
 9.12611877080437e-02 -1.25105773931349e-01
 8.50665816328243e-02 -1.21458801607499e-01
 7.91831431061141e-02 -1.17772247541884e-01
 7.36077684045072e-02 -1.14052174903348e-01
 6.83125333201073e-02 -1.10316217618491e-01
 6.32979647381020e-02 -1.06571129793646e-01
 5.85608186264974e-02 -1.02820920645683e-01
 5.40952131642592e-02 -9.90738997750699e-02
 4.98959535733064e-02 -9.53386728596592e-02
 4.59470634008330e-02 -9.16186392741744e-02
 4.22426644553876e-02 -8.79232093893123e-02
 3.87755853552805e-02 -8.42559508508871e-02
 3.55272534517827e-02 -8.06281004903297e-02
 3.24706529400433e-02 -7.70496789087858e-02
 2.96015516172718e-02 -7.35229317524100e-02
 2.69119623943456e-02 -7.00499636443403e-02
 2.43885149469975e-02 -6.66343610511204e-02
 2.20233003833369e-02 -6.32789820778637e-02
 1.98259612848539e-02 -5.99819729347311e-02
 1.77978816075699e-02 -5.67398735624709e-02
 1.59197854037965e-02 -5.35589935343931e-02
 1.41956826934425e-02 -5.04387261606478e-02
 1.26196680207952e-02 -4.73789371682532e-02
 1.11891180509010e-02 -4.43815428104157e-02
 9.88981816684679e-03 -4.14456957935283e-02
 8.70489581248129e-03 -3.85773293316209e-02
 7.62533520528567e-03 -3.57757785883959e-02
 6.63073760794690e-03 -3.30457487753032e-02
 5.70346115628556e-03 -3.03881314948912e-02
 4.84467543752836e-03 -2.78011425948102e-02
 4.06859461453405e-03 -2.52819487165638e-02
 3.36648451914052e-03 -2.28285284328175e-02
 2.75416363995271e-03 -2.04386437738079e-02
 2.21757573855645e-03 -1.81107842539138e-02
 1.75839528893064e-03 -1.58479025881595e-02
 1.37265930835706e-03 -1.36485351759235e-02
 1.06189201232759e-03 -1.15144295821473e-02
 8.04461191240831e-04 -9.44452625847624e-03
 5.74741958342778e-04 -7.44310764430247e-03
 3.63389443356740e-04 -5.50743425586869e-03
 2.12581960852051e-04 -3.63495690745573e-03
 8.89699948585618e-05 -1.82290364319063e-03
 0.00000000000000e+00  0.00000000000000e+00
 8.64869400826477e-05  1.77057892549022e-03
 2.21118935327593e-04  3.58058138499805e-03
 3.79571439449766e-04  5.44646866310705e-03
 5.93321226314897e-04  7.37308557965495e-03
 8.28916120497215e-04  9.36408044575690e-03
 1.09567454492254e-03  1.14218443026216e-02
 1.40640421067627e-03  1.35453090805021e-02
 1.76992661428110e-03  1.57373995641561e-02
 2.19445658882197e-03  1.79936662085606e-02
 2.69941638568516e-03  2.03139835955689e-02
 3.28645791010745e-03  2.26954865676216e-02
 3.96197194421160e-03  2.51385188169870e-02
 4.71492859924791e-03  2.76464127408193e-02
 5.53208365358369e-03  3.02237546225017e-02
 6.39023933924040e-03  3.28807907042911e-02
 7.30555970822246e-03  3.56162938713014e-02
 8.30077434308091e-03  3.84240931318646e-02
 9.38330427075960e-03  4.13041868319136e-02
 1.05569150081449e-02  4.42568409255225e-02
 1.18471183435661e-02  4.72755007910230e-02
 1.32779008822059e-02  5.03601093894435e-02
 1.48443367132264e-02  5.35097184967315e-02
 1.65613880354207e-02  5.67252888539605e-02
 1.84383766735424e-02  5.99968699135237e-02
 2.04871751844351e-02  6.33244150481199e-02
 2.27160367186976e-02  6.67046243635233e-02
 2.50895952283794e-02  7.01479118229341e-02
 2.76157749951474e-02  7.36521657079106e-02
 3.03166280799492e-02  7.72103530806899e-02
 3.31864456282798e-02  8.08249089382090e-02
 3.62361589054948e-02  8.44922222924524e-02
 3.94817573839982e-02  8.82072715671252e-02
 4.29469634313732e-02  9.19604911671085e-02
 4.66368470089754e-02  9.57464473692117e-02
 5.05575057980722e-02  9.95589082070521e-02
 5.47219027279486e-02  1.03392138652686e-01
 5.91438583149100e-02  1.07242492331525e-01
 6.38267942321688e-02  1.11099653471941e-01
 6.87794004383002e-02  1.14956627979029e-01
 7.40100334206110e-02  1.18807157594316e-01
 7.95367551796212e-02  1.22630826229956e-01
 8.53710166325336e-02  1.26419799426472e-01
 9.15192286365148e-02  1.30165292431977e-01
 9.79878937726922e-02  1.33851619430465e-01
 1.04793748249010e-01  1.37457463177296e-01
 1.11945596583938e-01  1.40975299292906e-01
 1.19444559805212e-01  1.44391487629904e-01
 1.27292225667942e-01  1.47704132829276e-01
 1.35500609591783e-01  1.50882710055623e-01
 1.44075074043959e-01  1.53916386368429e-01
 1.53014137034245e-01  1.56790059671810e-01
 1.62320983846550e-01  1.59504356134611e-01
 1.71999434515589e-01  1.62035466763457e-01
 1.82048410083365e-01  1.64373073129762e-01
 1.92476641583920e-01  1.66324792635727e-01
 2.03282027173667e-01  1.68085449523890e-01
 2.14463501631767e-01  1.69616907529294e-01
 2.26020722694519e-01  1.70860420401585e-01
 2.37952436724093e-01  1.71781727958070e-01
 2.50255001450437e-01  1.72364445779243e-01
 2.62924810417057e-01  1.72609297388868e-01
 2.75957199666644e-01  1.72526506175024e-01
 2.89351984167565e-01  1.72115626118651e-01
 3.03105615549331e-01  1.71374710718664e-01
 3.17215555343509e-01  1.70340269719223e-01
 3.31679398719359e-01  1.69320491770051e-01
 3.46493047257138e-01  1.68032928494647e-01
 3.61655838537061e-01  1.66464686805565e-01
 3.77163222961897e-01  1.64616337000852e-01
 3.93013408999144e-01  1.62491723186097e-01
 4.09202893946546e-01  1.60096207513902e-01
 4.25728871944805e-01  1.57431027928401e-01
 4.42586043910756e-01  1.54495543315660e-01
 4.59771763120152e-01  1.51298591219004e-01
 4.77282131518084e-01  1.47848966930194e-01
 4.95114068189786e-01  1.44156413455664e-01
 5.13261887373159e-01  1.40227684906162e-01
 5.31721408590996e-01  1.36070297825125e-01
 5.50489286766822e-01  1.31703883866627e-01
 5.69560772687783e-01  1.27137844902587e-01
 5.88930285151673e-01  1.22387864725558e-01
 6.08643386955075e-01  1.17454987383272e-01
 6.28664613351667e-01  1.12363980758108e-01
 6.48954125923420e-01  1.07114634459424e-01
 6.69502212111325e-01  1.01727845671349e-01
 6.90301858596167e-01  9.62204228047152e-02
 7.11339032772172e-01  9.06004227043373e-02
 7.32601728854452e-01  8.48781827921887e-02
 7.54076737510573e-01  7.90604634955448e-02
 7.75751430165060e-01  7.31671164956344e-02
 7.97610662034132e-01  6.72062889307748e-02
