                   201   NumCoords   ! The number of coordinates in the airfoil shape file (including an extra coordinate for airfoil reference).  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
 0.250000       0
! coordinates of airfoil shape
! interpolation to 200 points
!  x/c        y/c
 1.00000000000000e+00 -7.97142219382218e-03
 9.79232603752512e-01 -5.99932974931789e-03
 9.58286735700823e-01 -4.49586467036950e-03
 9.37258841903524e-01 -3.51191098121239e-03
 9.16225207876467e-01 -2.99646381127010e-03
 8.95278205151600e-01 -3.33627127984808e-03
 8.74491599792566e-01 -5.02351764266802e-03
 8.53919847676585e-01 -7.69655545810739e-03
 8.33594143014416e-01 -1.12225908283835e-02
 8.13538923550798e-01 -1.54977170730012e-02
 7.93769727209217e-01 -2.04136101512371e-02
 7.74298397620183e-01 -2.58958853584460e-02
 7.55116518374886e-01 -3.18283239649513e-02
 7.36223593967491e-01 -3.81486943238974e-02
 7.17603992917051e-01 -4.47531758853024e-02
 6.99243627597271e-01 -5.15553635557296e-02
 6.81126483354880e-01 -5.84715147743050e-02
 6.63240643624971e-01 -6.54335249934268e-02
 6.45577640777566e-01 -7.23857490997643e-02
 6.28127257680401e-01 -7.92693995877912e-02
 6.10880511759800e-01 -8.60348510509438e-02
 5.93862373075481e-01 -9.26443828444348e-02
 5.77095712159535e-01 -9.90555587586079e-02
 5.60524276943588e-01 -1.05245090839899e-01
 5.44144464897372e-01 -1.11183934589337e-01
 5.27958833963508e-01 -1.16853383235633e-01
 5.11955931941488e-01 -1.22197357495360e-01
 4.96145249676215e-01 -1.27214962081515e-01
 4.80528864814278e-01 -1.31891420104139e-01
 4.65116716440472e-01 -1.36235425481475e-01
 4.49913476296706e-01 -1.40234217339773e-01
 4.34927666631122e-01 -1.43902673735663e-01
 4.20164150504587e-01 -1.47229875934673e-01
 4.05631190007596e-01 -1.50227551467976e-01
 3.91332639250583e-01 -1.52885364435321e-01
 3.77274932421594e-01 -1.55235380086010e-01
 3.63460148648521e-01 -1.57238808097235e-01
 3.49899445224911e-01 -1.58927503951684e-01
 3.36595536912319e-01 -1.60886958370689e-01
 3.23554566221564e-01 -1.62696893987130e-01
 3.10780839261066e-01 -1.63914344075192e-01
 2.98277032297181e-01 -1.64570925169515e-01
 2.86049297641177e-01 -1.64673789698625e-01
 2.74096938077008e-01 -1.64279030468724e-01
 2.62423766845038e-01 -1.63467313879226e-01
 2.51033508160976e-01 -1.62809411126124e-01
 2.39924807319772e-01 -1.61924034405050e-01
 2.29102961520193e-01 -1.60826949761518e-01
 2.18564101201375e-01 -1.59514634326805e-01
 2.08311382042270e-01 -1.58012425613051e-01
 1.98341522189549e-01 -1.56323116346636e-01
 1.88657561329529e-01 -1.54451947921584e-01
 1.79260602146102e-01 -1.52418846732780e-01
 1.70147808192664e-01 -1.50221055669757e-01
 1.61323198328446e-01 -1.47871456387633e-01
 1.52785008415733e-01 -1.45378364735074e-01
 1.44530028123754e-01 -1.42757728800234e-01
 1.36559568584216e-01 -1.40009522964294e-01
 1.28860514240817e-01 -1.37153706228108e-01
 1.21435355236484e-01 -1.34199862289808e-01
 1.14286582686591e-01 -1.31144291079690e-01
 1.07396319361853e-01 -1.28005519145132e-01
 1.00767158151633e-01 -1.24790667109249e-01
 9.43991248426554e-02 -1.21501524731265e-01
 8.82893822595381e-02 -1.18148787491166e-01
 8.24342800657667e-02 -1.14743251366766e-01
 7.68278282264965e-02 -1.11282154550812e-01
 7.14661901154556e-02 -1.07778597978620e-01
 6.63482790845384e-02 -1.04233110161604e-01
 6.14640815586921e-02 -1.00654556406898e-01
 5.68001472211215e-02 -9.70500667026979e-02
 5.23547643562305e-02 -9.34244399481668e-02
 4.81229340268347e-02 -8.97825426780992e-02
 4.40982522552930e-02 -8.61284633284647e-02
 4.02769997804884e-02 -8.24679506103914e-02
 3.66603192414904e-02 -7.88082653199760e-02
 3.32484686989998e-02 -7.51502782949507e-02
 3.00328236609231e-02 -7.14975753135776e-02
 2.70178082828111e-02 -6.78529941733418e-02
 2.41977279675206e-02 -6.42205326398733e-02
 2.15685068974119e-02 -6.06039692024978e-02
 1.91278516875960e-02 -5.70041634865331e-02
 1.68667245218353e-02 -5.34287271326975e-02
 1.47749625929142e-02 -4.98805189752193e-02
 1.28366901800953e-02 -4.63716376703385e-02
 1.10387679482129e-02 -4.29052826423213e-02
 9.37647393325634e-03 -3.94845691731646e-02
 7.86669320681677e-03 -3.61092047939335e-02
 6.49476667415366e-03 -3.27793290664546e-02
 5.29183358073049e-03 -2.94937431837293e-02
 4.23268192817936e-03 -2.62532784694168e-02
 3.32748090372340e-03 -2.30689663418008e-02
 2.55520693718185e-03 -1.99408246548669e-02
 1.93169855877088e-03 -1.68773320032789e-02
 1.41212247722396e-03 -1.38786855194461e-02
 9.58250330985317e-04 -1.09580749364230e-02
 5.56323861665397e-04 -8.11256641982213e-03
 2.96137895568576e-04 -5.33979535950332e-03
 1.03803497248833e-04 -2.63608388489047e-03
 0.00000000000000e+00  0.00000000000000e+00
 9.79275405412000e-05  2.62192526640583e-03
 3.00697908220115e-04  5.31847292405609e-03
 5.61316553940292e-04  8.08778159803508e-03
 9.53154874372748e-04  1.09282499984646e-02
 1.39727103838917e-03  1.38438409774796e-02
 1.89864766384776e-03  1.68374074080300e-02
 2.48029680960581e-03  1.99032547148042e-02
 3.16019076268340e-03  2.30439551019248e-02
 3.95740915610197e-03  2.62454742456821e-02
 4.91358314197785e-03  2.95048119970147e-02
 6.02154803660073e-03  3.28109361774418e-02
 7.30331795004409e-03  3.61607560660958e-02
 8.72251792328810e-03  3.95582440208153e-02
 1.02814267607815e-02  4.30047039736269e-02
 1.19586183373595e-02  4.65014455125579e-02
 1.37704378387941e-02  5.00448790337369e-02
 1.57308979701214e-02  5.36308583567951e-02
 1.78428533609003e-02  5.72544874821451e-02
 2.01135267056558e-02  6.09123818764253e-02
 2.25604455293031e-02  6.45948026754671e-02
 2.51980488540722e-02  6.82976664800644e-02
 2.80251873820738e-02  7.20181925294300e-02
 3.10454983683029e-02  7.57559105607824e-02
 3.42688545421808e-02  7.94948946163863e-02
 3.77021393608310e-02  8.32348559913416e-02
 4.13489874997169e-02  8.69719409636517e-02
 4.51950473986246e-02  9.07011310097205e-02
 4.92417052297477e-02  9.44193549654488e-02
 5.35029694922767e-02  9.81178677242854e-02
 5.79759261799520e-02  1.01792542705752e-01
 6.26658964718645e-02  1.05437592394303e-01
 6.75813390464160e-02  1.09048795159086e-01
 7.27326767552308e-02  1.12616084328851e-01
 7.81214860097361e-02  1.16133662104183e-01
 8.37521239949497e-02  1.19589362977811e-01
 8.96322985370729e-02  1.22978728483108e-01
 9.57615510614728e-02  1.26303673854690e-01
 1.02142683128325e-01  1.29551199651442e-01
 1.08778519474122e-01  1.32716422266525e-01
 1.15672998032662e-01  1.35792968093901e-01
 1.22835637289068e-01  1.38757652045912e-01
 1.30269677112973e-01  1.41613633166949e-01
 1.37974068701982e-01  1.44354182691743e-01
 1.45951944999172e-01  1.46967073046892e-01
 1.54212061098581e-01  1.49437837712504e-01
 1.62754359245279e-01  1.51769196713188e-01
 1.71578569130309e-01  1.53946868525823e-01
 1.80682152600172e-01  1.55981593876227e-01
 1.90070810674296e-01  1.57849755361537e-01
 1.99745023803779e-01  1.59554587064427e-01
 2.09702461729736e-01  1.61075422160293e-01
 2.19945912030797e-01  1.62429919039096e-01
 2.30470379929876e-01  1.63592277632805e-01
 2.41280762375402e-01  1.64563274602460e-01
 2.52375191982581e-01  1.65640792439327e-01
 2.63754275836874e-01  1.66593985823331e-01
 2.75414489825025e-01  1.67191003365509e-01
 2.87356071274592e-01  1.67414003083336e-01
 2.99576311554092e-01  1.67255603786442e-01
 3.12071912670654e-01  1.66718751619298e-01
 3.24839850700429e-01  1.65823949579886e-01
 3.37877461090564e-01  1.64589197879635e-01
 3.51183693968454e-01  1.63033224612763e-01
 3.64754854848877e-01  1.61167216428252e-01
 3.78589444493018e-01  1.59026085257094e-01
 3.92684623940281e-01  1.57260630267361e-01
 4.07036893320289e-01  1.55304933636318e-01
 4.21645937270789e-01  1.53143471147280e-01
 4.36508587435541e-01  1.50779923936927e-01
 4.51623560436461e-01  1.48221175123487e-01
 4.66986629839369e-01  1.45463299562869e-01
 4.82595623268336e-01  1.42517064391688e-01
 4.98446865263278e-01  1.39381835037135e-01
 5.14537564603923e-01  1.36065895784883e-01
 5.30864478811535e-01  1.32575402451355e-01
 5.47422814082327e-01  1.28911420842625e-01
 5.64249829028336e-01  1.25091675341532e-01
 5.81339296273499e-01  1.21109243003023e-01
 5.98649090220978e-01  1.16984956465458e-01
 6.16172818416860e-01  1.12724334301927e-01
 6.33904875507945e-01  1.08331276247657e-01
 6.51839807203195e-01  1.03818005333791e-01
 6.69971213462617e-01  9.91918873217660e-02
 6.88290640465411e-01  9.44544573886177e-02
 7.06792572890399e-01  8.96253672080338e-02
 7.25470589657855e-01  8.47128019984614e-02
 7.44315357697460e-01  7.97273773429866e-02
 7.63318673361575e-01  7.46747958303241e-02
 7.82470878055205e-01  6.95633321248468e-02
 8.01762206996167e-01  6.44017906528916e-02
 8.21182736145502e-01  5.92013065373226e-02
