                   201   NumCoords   ! The number of coordinates in the airfoil shape file (including an extra coordinate for airfoil reference).  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
 0.254778       0
! coordinates of airfoil shape
! interpolation to 200 points
!  x/c        y/c
 1.00000000000000e+00 -7.59528702180348e-04
 9.73747332979385e-01 -1.87761791419561e-03
 9.47561972716772e-01 -3.70882091356553e-03
 9.21598660134889e-01 -6.50310098926513e-03
 8.95868285391015e-01 -8.63198514320228e-03
 8.70469663458361e-01 -1.25863071357044e-02
 8.45460419263680e-01 -1.81922824412719e-02
 8.20701615265654e-01 -2.51289741461673e-02
 7.96307574480820e-01 -3.30173153508927e-02
 7.72368362501213e-01 -4.16691598949361e-02
 7.48896081427599e-01 -5.09098913592074e-02
 7.25893292048566e-01 -6.06180828729462e-02
 7.03323923760076e-01 -7.05753095956886e-02
 6.81156113925612e-01 -8.06070718900947e-02
 6.59348956665848e-01 -9.05810806398474e-02
 6.37868695656655e-01 -1.00354706954877e-01
 6.16688452043012e-01 -1.09837857858262e-01
 5.95787672056466e-01 -1.18947639553373e-01
 5.74950702741710e-01 -1.27622608829078e-01
 5.54269477889063e-01 -1.35833477233786e-01
 5.33824739599104e-01 -1.43514701850816e-01
 5.13629471932099e-01 -1.50642342876892e-01
 4.93712746720749e-01 -1.57228920575961e-01
 4.74065962074435e-01 -1.63213671931396e-01
 4.54727860868050e-01 -1.68631043290112e-01
 4.35691816829756e-01 -1.73412991327723e-01
 4.16982071890580e-01 -1.77557477616789e-01
 3.98619828496798e-01 -1.81078088419773e-01
 3.80624305314865e-01 -1.83986695869944e-01
 3.63015017259645e-01 -1.86295838683476e-01
 3.45812864877442e-01 -1.88077108708375e-01
 3.29031346140001e-01 -1.89289724278988e-01
 3.12684400986585e-01 -1.89997997122629e-01
 2.96782586022667e-01 -1.90226355156504e-01
 2.81339472704333e-01 -1.89970822855999e-01
 2.66362092407127e-01 -1.89288504375713e-01
 2.51859547929152e-01 -1.88147744821653e-01
 2.37827262239281e-01 -1.86603204000088e-01
 2.24279583810573e-01 -1.84655493453245e-01
 2.11215700073697e-01 -1.82315754649185e-01
 1.98631423487806e-01 -1.79593476748317e-01
 1.86535309001381e-01 -1.76463425642289e-01
 1.74911363960363e-01 -1.72887953110895e-01
 1.63769855097933e-01 -1.68739520761138e-01
 1.53094241383949e-01 -1.63749110111765e-01
 1.42890667407869e-01 -1.60703231752321e-01
 1.33157610098661e-01 -1.57491750569758e-01
 1.23868732137598e-01 -1.54121908526396e-01
 1.15045880203521e-01 -1.50601465455840e-01
 1.06655662877991e-01 -1.46958003489634e-01
 9.87062189667784e-02 -1.43205483999560e-01
 9.11858421336333e-02 -1.39350040313159e-01
 8.40770398882480e-02 -1.35405480380229e-01
 7.73917133230224e-02 -1.31377877328936e-01
 7.10968770252855e-02 -1.27282636971290e-01
 6.51836428512897e-02 -1.23134023519952e-01
 5.96482047049868e-02 -1.18942098562210e-01
 5.44667002951260e-02 -1.14722976741431e-01
 4.96596763379456e-02 -1.10491379108637e-01
 4.51812096794764e-02 -1.06263925319178e-01
 4.10008231136581e-02 -1.02054182516302e-01
 3.71475861862012e-02 -9.78761985976128e-02
 3.35876158009049e-02 -9.37376912299270e-02
 3.03045902766796e-02 -8.96445162790107e-02
 2.72817300544414e-02 -8.56033679753539e-02
 2.44955788245813e-02 -8.16216312897384e-02
 2.19601538985975e-02 -7.77057071296404e-02
 1.96467111180062e-02 -7.38628735516076e-02
 1.75373049482743e-02 -7.00987977838089e-02
 1.56110042350669e-02 -6.64260332200233e-02
 1.38600972744577e-02 -6.28558208938930e-02
 1.22664888476528e-02 -5.93888334834518e-02
 1.08192457142322e-02 -5.60252094130422e-02
 9.50948272757962e-03 -5.27679502932370e-02
 8.32271276685261e-03 -4.96179244022341e-02
 7.26302389696219e-03 -4.65670579157853e-02
 6.33478020716378e-03 -4.36089253232892e-02
 5.51470577148159e-03 -4.07514757106732e-02
 4.78976503228278e-03 -3.79918705773165e-02
 4.15246065528219e-03 -3.53270659191776e-02
 3.61908173227277e-03 -3.27574362058764e-02
 3.17217154945612e-03 -3.02808751559294e-02
 2.78224336453802e-03 -2.79020856349843e-02
 2.43332954696383e-03 -2.56180239433577e-02
 2.11183773760499e-03 -2.34281302166707e-02
 1.81215972242831e-03 -2.13315623078318e-02
 1.54063023709996e-03 -1.93231234345404e-02
 1.30034374860681e-03 -1.73982584422015e-02
 1.08406961304043e-03 -1.55534733744398e-02
 8.94090253146648e-04 -1.37857953607878e-02
 7.34154399732625e-04 -1.20920580003031e-02
 6.03518487753680e-04 -1.04695613772037e-02
 4.99167373337238e-04 -8.91584697469838e-03
 4.08388929198125e-04 -7.42803931821853e-03
 3.13663219764986e-04 -6.00426725203872e-03
 2.32166621900998e-04 -4.64260238145754e-03
 1.71555902837607e-04 -3.34056881752716e-03
 1.15700446974376e-04 -2.09605932786168e-03
 6.19206634494324e-05 -9.09100072897594e-04
 0.00000000000000e+00  0.00000000000000e+00
 6.04228187417840e-05  1.07730622812091e-03
 1.21088965535861e-04  2.26936970091088e-03
 1.95103081048914e-04  3.52532945118232e-03
 2.84622600613866e-04  4.84045547541488e-03
 3.83351410713998e-04  6.21611847612494e-03
 4.80191015668832e-04  7.65459520912335e-03
 5.85937980878169e-04  9.15748206150872e-03
 7.08099761956192e-04  1.07270345505480e-02
 8.55297205906376e-04  1.23648725570364e-02
 1.03889650154914e-03  1.40730238626231e-02
 1.24977516838730e-03  1.58554078867259e-02
 1.47733634525779e-03  1.77155314972613e-02
 1.73330986442227e-03  1.96557140457596e-02
 2.01048786923984e-03  2.16805619109261e-02
 2.29529547754768e-03  2.37776107763092e-02
 2.58671065957817e-03  2.59525465062379e-02
 2.89296832824438e-03  2.82207527145081e-02
 3.22755204896597e-03  3.05856117889612e-02
 3.60323244729545e-03  3.30498639431789e-02
 4.05492890810787e-03  3.56092497724931e-02
 4.59903838054279e-03  3.82666100065486e-02
 5.21275221851475e-03  4.10224839753816e-02
 5.91327108206837e-03  4.38788816644593e-02
 6.72692853090159e-03  4.68299916424467e-02
 7.67775423168998e-03  4.98759677585478e-02
 8.76420702675155e-03  5.30140874622681e-02
 9.95570401015278e-03  5.62651946272161e-02
 1.12696511475260e-02  5.96277730847810e-02
 1.27305893412848e-02  6.30961545113337e-02
 1.43304062186000e-02  6.66773135176034e-02
 1.60838895529575e-02  7.03691793170625e-02
 1.80037305125748e-02  7.41664919404741e-02
 2.01014454410854e-02  7.80605672129291e-02
 2.24032814039625e-02  8.20459691702013e-02
 2.49210961932620e-02  8.61205689587552e-02
 2.76612536336926e-02  9.02782398839553e-02
 3.06245311407823e-02  9.45121732383593e-02
 3.38535345811027e-02  9.88130661414977e-02
 3.73645407853145e-02  1.03172420305277e-01
 4.11622409950059e-02  1.07584454964776e-01
 4.52657663071495e-02  1.12031083879301e-01
 4.96877411407900e-02  1.16497351226862e-01
 5.44407379845413e-02  1.20973135807509e-01
 5.95581530264299e-02  1.25439569854154e-01
 6.50526537813115e-02  1.29871394099559e-01
 7.09226077781694e-02  1.34255119855633e-01
 7.71894344198602e-02  1.38576810243724e-01
 8.38632762702148e-02  1.42825602503847e-01
 9.09678640611275e-02  1.46966115311283e-01
 9.85121938678279e-02  1.50977912768681e-01
